Latitude (decimal degrees):	31.668
Longitude (decimal degrees):	-106.288
Elevation (m):	1112
Radiation database:	PVGIS-ERA5


Slope: 54 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	0.4
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200720:0130,93.41,236.99,72.38,2.7,6.93,35.19,2.48,0.0
20200720:0230,0.0,0.0,0.0,0.0,-4.73,34.52,1.72,0.0
20200720:0330,0.0,0.0,0.0,0.0,0.0,33.42,0.48,0.0
20200720:0430,0.0,0.0,0.0,0.0,0.0,32.46,1.03,0.0
20200720:0530,0.0,0.0,0.0,0.0,0.0,30.93,2.14,0.0
20200720:0630,0.0,0.0,0.0,0.0,0.0,29.64,2.41,0.0
20200720:0730,0.0,0.0,0.0,0.0,0.0,29.23,1.52,0.0
20200720:0830,0.0,0.0,0.0,0.0,0.0,27.97,2.76,0.0
20200720:0930,0.0,0.0,0.0,0.0,0.0,27.33,3.45,0.0
20200720:1030,0.0,0.0,0.0,0.0,0.0,26.8,3.66,0.0
20200720:1130,0.0,0.0,0.0,0.0,0.0,26.27,3.59,0.0
20200720:1230,77.58,216.04,31.71,1.02,2.45,25.63,3.31,0.0
20200720:1330,184.56,459.01,116.68,7.47,14.49,25.42,3.17,0.0
20200720:1430,259.78,697.94,128.75,16.32,26.97,27.21,3.79,0.0
20200720:1530,289.25,803.32,129.1,24.85,39.67,29.32,4.21,0.0
20200720:1630,288.9,820.24,126.25,32.08,52.42,31.4,3.38,0.0
20200720:1730,262.03,718.59,150.23,36.36,64.84,33.11,2.07,0.0
20200720:1830,238.62,687.88,110.99,40.29,75.65,34.38,0.97,0.0
20200720:1930,228.87,646.43,121.95,40.51,78.25,34.34,0.55,0.0
20200720:2030,241.8,714.9,117.13,37.55,69.27,35.37,0.34,0.0
20200720:2130,243.58,663.42,193.67,31.79,57.18,35.94,0.07,0.0
20200720:2230,246.97,699.19,165.03,25.72,44.49,36.27,0.55,0.0
20200720:2330,221.49,608.78,146.47,17.4,31.75,36.29,1.17,0.0
20200721:0030,144.14,350.31,126.4,8.45,19.09,36.01,1.52,0.0
20200721:0130,67.52,173.98,54.38,2.19,6.84,35.66,2.34,0.0
20200721:0230,0.0,0.0,0.0,0.0,-4.83,33.44,3.86,0.0
20200721:0330,0.0,0.0,0.0,0.0,0.0,31.55,3.59,0.0
20200721:0430,0.0,0.0,0.0,0.0,0.0,31.27,1.66,0.0
20200721:0530,0.0,0.0,0.0,0.0,0.0,30.34,1.59,0.0
20200721:0630,0.0,0.0,0.0,0.0,0.0,29.11,2.28,0.0
20200721:0730,0.0,0.0,0.0,0.0,0.0,27.77,1.66,0.0
20200721:0830,0.0,0.0,0.0,0.0,0.0,26.85,3.24,0.0
20200721:0930,0.0,0.0,0.0,0.0,0.0,25.91,3.66,0.0
20200721:1030,0.0,0.0,0.0,0.0,0.0,25.44,2.41,0.0
20200721:1130,0.0,0.0,0.0,0.0,0.0,25.0,0.9,0.0
20200721:1230,33.31,94.82,21.44,0.79,2.33,24.45,1.45,0.0
20200721:1330,103.88,233.75,92.16,5.24,14.39,24.2,1.03,0.0
20200721:1430,183.63,390.4,194.98,13.51,26.87,26.08,0.97,0.0
20200721:1530,177.57,360.99,206.86,17.28,39.58,27.96,0.9,0.0
20200721:1630,249.16,590.31,243.67,29.01,52.32,29.51,0.69,0.0
20200721:1730,245.09,528.51,287.78,34.29,64.73,31.34,1.1,0.0
20200721:1830,239.13,592.51,194.68,39.07,75.49,32.75,1.52,0.0
20200721:1930,229.59,608.27,148.03,39.52,78.08,33.62,1.31,0.0
20200721:2030,254.29,713.36,139.34,38.36,69.17,34.6,1.59,0.0
20200721:2130,267.03,780.38,133.61,33.62,57.1,35.53,1.52,0.0
20200721:2230,222.77,602.42,144.58,22.42,44.42,35.86,1.66,0.0
20200721:2330,177.83,418.09,160.59,14.37,31.68,35.72,3.31,0.0
20200722:0030,148.58,351.87,116.41,8.16,19.01,32.33,6.76,0.0
20200722:0130,81.83,194.66,69.66,2.53,6.75,30.46,5.86,0.0
20200722:0230,0.0,0.0,0.0,0.0,-4.94,29.66,3.59,0.0
20200722:0330,0.0,0.0,0.0,0.0,0.0,28.91,1.72,0.0
20200722:0430,0.0,0.0,0.0,0.0,0.0,28.41,1.45,0.0
20200722:0530,0.0,0.0,0.0,0.0,0.0,27.51,1.72,0.0
20200722:0630,0.0,0.0,0.0,0.0,0.0,27.09,1.79,0.0
20200722:0730,0.0,0.0,0.0,0.0,0.0,26.56,1.86,0.0
20200722:0830,0.0,0.0,0.0,0.0,0.0,25.4,1.17,0.0
20200722:0930,0.0,0.0,0.0,0.0,0.0,24.82,1.38,0.0
20200722:1030,0.0,0.0,0.0,0.0,0.0,24.26,1.72,0.0
20200722:1130,0.0,0.0,0.0,0.0,0.0,23.71,1.72,0.0
20200722:1230,1.12,0.0,11.56,0.59,2.22,23.4,1.45,0.0
20200722:1330,132.49,310.41,101.88,5.96,14.29,23.65,1.45,0.0
20200722:1430,175.61,428.37,123.38,11.78,26.78,26.11,1.72,0.0
20200722:1530,211.97,476.73,192.52,19.19,39.49,28.26,3.03,0.0
20200722:1630,256.07,595.91,221.81,28.32,52.23,29.74,3.79,0.0
20200722:1730,260.94,627.43,207.76,34.85,64.62,31.29,4.0,0.0
20200722:1830,237.82,597.68,156.67,37.51,75.33,32.65,4.14,0.0
20200722:1930,144.94,243.02,212.13,23.18,77.9,32.84,3.66,0.0
20200722:2030,99.97,116.68,201.76,15.18,69.06,32.78,3.24,0.0
20200722:2130,193.32,367.53,250.44,24.09,57.02,31.27,2.34,0.0
20200722:2230,189.55,403.89,211.09,19.77,44.35,32.28,1.72,0.0
20200722:2330,181.36,402.07,190.39,15.08,31.6,32.33,1.38,0.0
20200723:0030,159.12,370.59,138.12,8.91,18.92,31.82,3.38,0.0
20200723:0130,57.4,135.76,55.58,2.14,6.66,30.55,4.62,0.0
20200723:0230,0.0,0.0,0.0,0.0,-5.05,29.49,3.52,0.0
20200723:0330,0.0,0.0,0.0,0.0,0.0,28.54,2.83,0.0
20200723:0430,0.0,0.0,0.0,0.0,0.0,27.86,2.34,0.0
20200723:0530,0.0,0.0,0.0,0.0,0.0,26.99,1.93,0.0
20200723:0630,0.0,0.0,0.0,0.0,0.0,26.31,2.34,0.0
20200723:0730,0.0,0.0,0.0,0.0,0.0,25.72,3.17,0.0
20200723:0830,0.0,0.0,0.0,0.0,0.0,24.85,3.72,0.0
20200723:0930,0.0,0.0,0.0,0.0,0.0,24.12,4.28,0.0
20200723:1030,0.0,0.0,0.0,0.0,0.0,23.57,4.14,0.0
20200723:1130,0.0,0.0,0.0,0.0,0.0,23.31,3.66,0.0
20200723:1230,1.32,0.0,12.48,0.64,2.1,22.97,3.17,0.0
20200723:1330,172.59,425.71,107.56,6.89,14.18,22.97,2.48,0.0
20200723:1430,237.57,623.28,130.31,15.0,26.68,24.75,2.21,0.0
20200723:1530,271.44,740.28,134.1,23.33,39.4,26.9,2.62,0.0
20200723:1630,288.04,809.41,120.83,31.37,52.13,28.84,3.31,0.0
20200723:1730,273.54,748.14,130.61,36.59,64.51,30.7,3.59,0.0
20200723:1830,251.45,696.66,106.01,40.17,75.16,32.13,3.52,0.0
20200723:1930,229.22,598.73,136.23,38.21,77.71,31.9,2.34,0.0
20200723:2030,207.89,447.04,221.92,30.01,68.95,32.85,2.41,0.0
20200723:2130,172.79,386.44,166.37,21.14,56.94,33.07,2.28,0.0
20200723:2230,180.71,440.33,138.56,17.9,44.28,33.14,2.83,0.0
20200723:2330,185.79,458.1,141.27,14.39,31.53,33.05,2.83,0.0
20200724:0030,156.44,386.15,117.78,8.48,18.83,31.55,2.07,0.0
20200724:0130,95.37,239.65,72.29,2.59,6.56,31.49,1.38,0.0
20200724:0230,0.0,0.0,0.0,0.0,-5.17,30.9,2.41,0.0
20200724:0330,0.0,0.0,0.0,0.0,0.0,29.45,4.14,0.0
20200724:0430,0.0,0.0,0.0,0.0,0.0,27.6,3.59,0.0
20200724:0530,0.0,0.0,0.0,0.0,0.0,26.23,2.69,0.0
20200724:0630,0.0,0.0,0.0,0.0,0.0,25.48,1.38,0.0
20200724:0730,0.0,0.0,0.0,0.0,0.0,25.07,1.72,0.0
20200724:0830,0.0,0.0,0.0,0.0,0.0,24.45,1.24,0.0
20200724:0930,0.0,0.0,0.0,0.0,0.0,23.96,0.62,0.0
20200724:1030,0.0,0.0,0.0,0.0,0.0,23.69,0.62,0.0
20200724:1130,0.0,0.0,0.0,0.0,0.0,22.81,1.1,0.0
20200724:1230,0.65,0.0,9.3,0.48,1.98,23.15,0.28,0.0
20200724:1330,179.06,451.94,109.72,7.1,14.08,22.39,0.97,0.0
20200724:1430,246.24,659.03,130.27,15.53,26.58,24.36,1.66,0.0
20200724:1530,277.04,750.89,138.74,23.68,39.3,26.02,2.69,0.0
20200724:1630,291.38,799.4,134.42,31.47,52.03,27.46,3.45,0.0
20200724:1730,266.69,692.52,150.97,35.06,64.39,29.0,3.93,0.0
20200724:1830,227.37,576.29,133.33,35.17,74.99,30.35,4.07,0.0
20200724:1930,222.92,509.61,188.61,35.76,77.52,30.58,3.86,0.0
20200724:2030,214.55,505.84,168.82,30.19,68.83,31.55,4.0,0.0
20200724:2130,207.27,441.85,214.76,24.97,56.85,31.89,3.93,0.0
20200724:2230,181.71,387.5,187.88,18.43,44.2,31.94,3.79,0.0
20200724:2330,95.38,164.37,139.19,9.4,31.44,30.96,3.72,0.0
20200725:0030,52.05,101.52,69.66,4.27,18.74,27.6,5.31,0.0
20200725:0130,7.81,15.45,21.49,1.07,6.45,25.51,4.07,0.0
20200725:0230,0.0,0.0,0.0,0.0,-5.29,24.97,2.69,0.0
20200725:0330,0.0,0.0,0.0,0.0,0.0,24.42,1.38,0.0
20200725:0430,0.0,0.0,0.0,0.0,0.0,23.79,0.76,0.0
20200725:0530,0.0,0.0,0.0,0.0,0.0,23.57,1.45,0.0
20200725:0630,0.0,0.0,0.0,0.0,0.0,23.38,1.79,0.0
20200725:0730,0.0,0.0,0.0,0.0,0.0,21.35,2.55,0.0
20200725:0830,0.0,0.0,0.0,0.0,0.0,21.13,1.59,0.0
20200725:0930,0.0,0.0,0.0,0.0,0.0,21.39,1.31,0.0
20200725:1030,0.0,0.0,0.0,0.0,0.0,21.27,1.24,0.0
20200725:1130,0.0,0.0,0.0,0.0,0.0,20.92,1.03,0.0
20200725:1230,0.74,0.0,9.69,0.5,1.86,20.6,1.31,0.0
20200725:1330,140.14,319.68,110.44,6.14,13.97,20.54,1.38,0.0
20200725:1430,223.36,559.12,139.25,14.14,26.48,22.07,1.79,0.0
20200725:1530,241.28,614.16,144.4,20.57,39.21,23.56,2.07,0.0
20200725:1630,251.28,650.57,145.53,27.07,51.93,24.98,2.0,0.0
20200725:1730,240.84,607.64,154.15,31.67,64.27,26.31,1.93,0.0
20200725:1830,222.93,543.85,157.54,34.53,74.82,27.54,1.93,0.0
20200725:1930,228.25,591.81,132.41,37.4,77.32,28.09,1.59,0.0
20200725:2030,240.81,634.15,140.45,34.57,68.7,29.15,1.72,0.0
20200725:2130,258.78,686.75,159.06,31.08,56.76,29.85,1.93,0.0
20200725:2230,252.38,659.02,169.18,24.62,44.11,30.26,2.0,0.0
20200725:2330,231.3,604.2,158.51,17.5,31.36,30.13,1.38,0.0
20200726:0030,199.21,527.81,127.46,10.12,18.64,29.73,0.83,0.0
20200726:0130,93.94,232.75,72.47,2.51,6.34,29.47,1.03,0.0
20200726:0230,0.0,0.0,0.0,0.0,0.0,28.77,1.45,0.0
20200726:0330,0.0,0.0,0.0,0.0,0.0,27.27,1.17,0.0
20200726:0430,0.0,0.0,0.0,0.0,0.0,25.7,1.59,0.0
20200726:0530,0.0,0.0,0.0,0.0,0.0,24.77,1.38,0.0
20200726:0630,0.0,0.0,0.0,0.0,0.0,24.16,1.38,0.0
20200726:0730,0.0,0.0,0.0,0.0,0.0,24.73,2.48,0.0
20200726:0830,0.0,0.0,0.0,0.0,0.0,24.21,2.48,0.0
20200726:0930,0.0,0.0,0.0,0.0,0.0,23.5,1.38,0.0
20200726:1030,0.0,0.0,0.0,0.0,0.0,23.91,0.28,0.0
20200726:1130,0.0,0.0,0.0,0.0,0.0,23.32,0.83,0.0
20200726:1230,0.29,0.0,7.35,0.38,1.74,22.87,0.97,0.0
20200726:1330,112.21,277.86,74.45,4.91,13.86,23.43,0.28,0.0
20200726:1430,166.78,410.69,115.34,11.14,26.38,24.37,0.48,0.0
20200726:1530,225.69,570.98,149.21,19.69,39.11,26.17,1.59,0.0
20200726:1630,259.24,678.73,151.1,28.11,51.83,28.1,2.76,0.0
20200726:1730,239.65,631.28,127.49,31.48,64.15,29.9,3.24,0.0
20200726:1830,231.83,618.45,113.87,36.2,74.64,31.1,3.31,0.0
20200726:1930,198.21,472.57,147.35,31.69,77.12,32.69,4.41,0.0
20200726:2030,159.52,271.59,229.52,22.82,68.57,33.07,4.48,0.0
20200726:2130,212.4,484.29,190.47,25.32,56.66,33.05,4.41,0.0
20200726:2230,205.52,503.11,151.48,19.91,44.02,33.34,4.55,0.0
20200726:2330,173.37,425.75,127.2,13.27,31.26,33.29,4.07,0.0
20200727:0030,204.58,536.95,127.19,10.17,18.54,33.06,3.52,0.0
20200727:0130,98.54,250.35,70.47,2.47,6.22,32.72,3.31,0.0
20200727:0230,0.0,0.0,0.0,0.0,0.0,31.55,2.55,0.0
20200727:0330,0.0,0.0,0.0,0.0,0.0,30.07,3.03,0.0
20200727:0430,0.0,0.0,0.0,0.0,0.0,28.65,4.0,0.0
20200727:0530,0.0,0.0,0.0,0.0,0.0,27.88,4.62,0.0
20200727:0630,0.0,0.0,0.0,0.0,0.0,26.97,4.83,0.0
20200727:0730,0.0,0.0,0.0,0.0,0.0,26.59,4.0,0.0
20200727:0830,0.0,0.0,0.0,0.0,0.0,25.82,3.72,0.0
20200727:0930,0.0,0.0,0.0,0.0,0.0,25.3,3.59,0.0
20200727:1030,0.0,0.0,0.0,0.0,0.0,24.5,3.52,0.0
20200727:1130,0.0,0.0,0.0,0.0,0.0,23.81,3.52,0.0
20200727:1230,0.49,0.0,8.46,0.44,1.62,23.01,3.45,0.0
20200727:1330,182.99,450.77,111.65,7.0,13.75,22.62,3.24,0.0
20200727:1430,263.34,695.58,129.18,15.96,26.29,23.97,3.79,0.0
20200727:1530,274.5,715.95,142.99,22.84,39.02,25.55,4.55,0.0
20200727:1630,284.47,767.34,129.47,30.11,51.73,27.01,4.34,0.0
20200727:1730,285.13,789.71,115.67,37.41,64.03,28.54,3.93,0.0
20200727:1830,247.65,635.42,145.09,38.34,74.46,30.13,3.72,0.0
20200727:1930,202.82,461.9,170.94,32.11,76.91,31.5,4.21,0.0
20200727:2030,221.95,524.33,176.34,31.14,68.43,32.01,4.14,0.0
20200727:2130,264.68,716.61,140.0,31.3,56.55,32.69,3.93,0.0
20200727:2230,265.42,737.91,131.19,25.37,43.92,33.14,3.66,0.0
20200727:2330,251.76,673.81,154.7,18.59,31.17,33.23,3.38,0.0
20200728:0030,129.54,336.55,79.27,6.79,18.43,32.9,3.03,0.0
20200728:0130,117.82,314.33,68.06,2.55,6.1,32.26,2.41,0.0
20200728:0230,0.0,0.0,0.0,0.0,0.0,31.42,1.52,0.0
20200728:0330,0.0,0.0,0.0,0.0,0.0,30.39,1.31,0.0
20200728:0430,0.0,0.0,0.0,0.0,0.0,28.94,1.1,0.0
20200728:0530,0.0,0.0,0.0,0.0,0.0,28.33,1.03,0.0
20200728:0630,0.0,0.0,0.0,0.0,0.0,26.28,1.79,0.0
20200728:0730,0.0,0.0,0.0,0.0,0.0,25.74,1.72,0.0
20200728:0830,0.0,0.0,0.0,0.0,0.0,24.96,1.79,0.0
20200728:0930,0.0,0.0,0.0,0.0,0.0,24.38,2.14,0.0
20200728:1030,0.0,0.0,0.0,0.0,0.0,24.39,2.97,0.0
20200728:1130,0.0,0.0,0.0,0.0,0.0,24.28,3.38,0.0
20200728:1230,0.44,0.0,8.18,0.42,1.5,23.71,3.1,0.0
20200728:1330,189.87,478.4,109.49,7.12,13.64,23.24,2.9,0.0
20200728:1430,234.53,608.36,130.67,14.55,26.19,25.44,2.97,0.0
20200728:1530,289.95,805.68,127.88,24.48,38.92,27.65,3.59,0.0
20200728:1630,293.24,829.42,123.85,31.85,51.63,29.64,3.38,0.0
20200728:1730,274.3,770.64,128.32,37.06,63.91,31.09,2.41,0.0
20200728:1830,225.34,570.72,159.89,35.66,74.27,32.32,1.79,0.0
20200728:1930,234.88,656.5,106.68,39.2,76.69,33.08,2.0,0.0
20200728:2030,256.71,741.82,113.25,37.97,68.28,34.04,1.79,0.0
20200728:2130,259.6,751.51,128.69,32.05,56.44,34.75,1.52,0.0
20200728:2230,273.07,825.41,120.96,27.37,43.82,35.12,1.31,0.0
20200728:2330,160.14,377.8,150.28,13.15,31.07,35.28,1.24,0.0
20200729:0030,195.7,529.09,124.13,9.92,18.31,34.79,1.59,0.0
20200729:0130,74.55,201.5,47.77,1.9,5.98,34.46,2.14,0.0
20200729:0230,0.0,0.0,0.0,0.0,0.0,33.47,2.62,0.0
20200729:0330,0.0,0.0,0.0,0.0,0.0,31.98,3.24,0.0
20200729:0430,0.0,0.0,0.0,0.0,0.0,30.75,3.86,0.0
20200729:0530,0.0,0.0,0.0,0.0,0.0,29.59,3.72,0.0
20200729:0630,0.0,0.0,0.0,0.0,0.0,28.82,3.38,0.0
20200729:0730,0.0,0.0,0.0,0.0,0.0,29.4,1.1,0.0
20200729:0830,0.0,0.0,0.0,0.0,0.0,28.63,1.17,0.0
20200729:0930,0.0,0.0,0.0,0.0,0.0,28.71,0.9,0.0
20200729:1030,0.0,0.0,0.0,0.0,0.0,27.81,0.41,0.0
20200729:1130,0.0,0.0,0.0,0.0,0.0,26.88,0.48,0.0
20200729:1230,0.35,0.0,7.75,0.4,1.37,26.11,0.14,0.0
20200729:1330,186.26,481.22,105.18,7.01,13.54,23.79,1.45,0.0
20200729:1430,255.5,701.79,125.06,15.86,26.08,26.02,1.93,0.0
20200729:1530,284.82,810.07,125.17,24.46,38.82,29.6,2.83,0.0
20200729:1630,287.82,836.25,119.47,31.86,51.53,32.11,2.76,0.0
20200729:1730,269.68,796.1,111.42,37.35,63.78,33.87,1.72,0.0
20200729:1830,243.46,724.83,101.17,40.6,74.08,35.19,0.76,0.0
20200729:1930,236.6,703.55,99.84,41.21,76.46,35.98,0.69,0.0
20200729:2030,252.5,743.2,115.93,38.05,68.13,37.05,1.52,0.0
20200729:2130,249.59,641.13,208.57,31.17,56.32,37.71,2.07,0.0
20200729:2230,254.4,712.08,153.15,25.3,43.71,37.83,2.55,0.0
20200729:2330,185.1,454.11,158.28,14.68,30.96,37.62,2.83,0.0
20200730:0030,188.81,497.66,132.22,9.72,18.2,36.83,2.34,0.0
20200730:0130,122.82,333.09,73.69,2.58,5.85,36.48,2.55,0.0
20200730:0230,0.0,0.0,0.0,0.0,0.0,35.73,2.28,0.0
20200730:0330,0.0,0.0,0.0,0.0,0.0,34.34,1.66,0.0
20200730:0430,0.0,0.0,0.0,0.0,0.0,32.18,1.59,0.0
20200730:0530,0.0,0.0,0.0,0.0,0.0,30.28,1.72,0.0
20200730:0630,0.0,0.0,0.0,0.0,0.0,30.79,0.97,0.0
20200730:0730,0.0,0.0,0.0,0.0,0.0,27.27,2.14,0.0
20200730:0830,0.0,0.0,0.0,0.0,0.0,26.13,2.21,0.0
20200730:0930,0.0,0.0,0.0,0.0,0.0,25.11,2.07,0.0
20200730:1030,0.0,0.0,0.0,0.0,0.0,24.19,2.14,0.0
20200730:1130,0.0,0.0,0.0,0.0,0.0,23.37,2.07,0.0
20200730:1230,0.33,0.0,7.59,0.39,1.25,22.63,2.0,0.0
20200730:1330,194.36,498.79,109.44,7.18,13.43,22.57,1.66,0.0
20200730:1430,256.88,719.83,126.29,16.13,25.98,25.88,1.03,0.0
20200730:1530,284.02,829.98,125.4,24.89,38.72,29.73,1.59,0.0
20200730:1630,290.46,856.46,119.16,32.44,51.42,32.29,2.28,0.0
20200730:1730,275.57,817.04,110.5,38.09,63.65,34.69,2.14,0.0
20200730:1830,245.52,707.12,116.22,40.25,73.89,36.88,1.86,0.0
20200730:1930,228.58,592.86,172.43,38.57,76.23,38.64,2.14,0.0
20200730:2030,249.03,683.09,158.62,37.08,67.97,39.82,2.83,0.0
20200730:2130,269.69,741.93,186.1,33.71,56.2,40.47,3.03,0.0
20200730:2230,279.54,814.74,157.0,28.1,43.6,40.8,3.17,0.0
20200730:2330,263.65,777.82,133.98,19.84,30.85,40.77,3.31,0.0
20200731:0030,214.45,594.76,133.8,10.72,18.07,40.4,3.38,0.0
20200731:0130,132.35,365.12,79.18,2.73,5.71,39.71,3.03,0.0
20200731:0230,0.0,0.0,0.0,0.0,0.0,38.47,2.07,0.0
20200731:0330,0.0,0.0,0.0,0.0,0.0,36.39,2.34,0.0
20200731:0430,0.0,0.0,0.0,0.0,0.0,34.08,3.31,0.0
20200731:0530,0.0,0.0,0.0,0.0,0.0,32.87,4.62,0.0
20200731:0630,0.0,0.0,0.0,0.0,0.0,32.0,5.38,0.0
20200731:0730,0.0,0.0,0.0,0.0,0.0,30.65,3.79,0.0
20200731:0830,0.0,0.0,0.0,0.0,0.0,29.77,3.72,0.0
20200731:0930,0.0,0.0,0.0,0.0,0.0,28.91,3.52,0.0
20200731:1030,0.0,0.0,0.0,0.0,0.0,27.98,3.52,0.0
20200731:1130,0.0,0.0,0.0,0.0,0.0,27.25,4.28,0.0
20200731:1230,0.26,0.0,7.27,0.37,1.12,26.63,5.1,0.0
20200731:1330,192.49,486.45,107.73,7.01,13.31,26.29,5.93,0.0
20200731:1430,266.96,704.99,125.69,15.83,25.88,27.25,7.03,0.0
20200731:1530,299.93,814.07,125.95,24.47,38.63,28.78,7.72,0.0
20200731:1630,304.44,840.4,120.28,31.9,51.32,30.6,7.45,0.0
20200731:1730,288.97,802.15,111.53,37.44,63.52,32.34,6.9,0.0
20200731:1830,262.71,725.96,103.9,40.5,73.69,33.93,6.34,0.0
20200731:1930,255.28,705.65,101.86,41.06,76.0,34.27,5.93,0.0
20200731:2030,265.45,735.95,122.9,37.81,67.81,35.27,4.83,0.0
20200731:2130,271.7,757.09,141.59,32.52,56.07,35.92,3.93,0.0
20200731:2230,231.72,612.44,152.02,22.56,43.49,36.27,3.38,0.0
20200731:2330,171.56,417.83,136.89,13.28,30.73,35.86,4.07,0.0
20200801:0030,93.85,203.99,99.72,6.08,17.94,33.76,4.69,0.0
20200801:0130,61.14,158.07,46.58,1.76,5.57,32.5,4.14,0.0
20200801:0230,0.0,0.0,0.0,0.0,0.0,31.58,3.79,0.0
20200801:0330,0.0,0.0,0.0,0.0,0.0,30.55,3.52,0.0
20200801:0430,0.0,0.0,0.0,0.0,0.0,29.43,3.79,0.0
20200801:0530,0.0,0.0,0.0,0.0,0.0,28.4,4.41,0.0
20200801:0630,0.0,0.0,0.0,0.0,0.0,27.58,4.76,0.0
20200801:0730,0.0,0.0,0.0,0.0,0.0,28.29,5.1,0.0
20200801:0830,0.0,0.0,0.0,0.0,0.0,27.63,4.62,0.0
20200801:0930,0.0,0.0,0.0,0.0,0.0,26.63,3.52,0.0
20200801:1030,0.0,0.0,0.0,0.0,0.0,25.72,3.03,0.0
20200801:1130,0.0,0.0,0.0,0.0,0.0,24.91,2.76,0.0
20200801:1230,0.24,0.0,7.07,0.36,1.0,24.18,2.69,0.0
20200801:1330,188.72,481.0,107.18,6.91,13.2,23.8,2.48,0.0
20200801:1430,256.89,702.72,125.8,15.74,25.78,26.24,2.28,0.0
20200801:1530,287.4,815.02,125.84,24.44,38.53,29.01,2.9,0.0
20200801:1630,291.84,842.88,120.02,31.91,51.21,31.21,2.97,0.0
20200801:1730,276.37,805.3,111.1,37.46,63.39,32.94,2.41,0.0
20200801:1830,251.42,726.68,103.61,40.37,73.49,34.41,2.07,0.0
20200801:1930,231.87,673.12,114.66,39.77,75.76,34.0,0.14,0.0
20200801:2030,235.5,581.79,222.13,35.17,67.64,34.92,0.55,0.0
20200801:2130,245.78,669.71,171.81,30.56,55.93,35.46,0.97,0.0
20200801:2230,273.56,823.4,134.85,27.5,43.36,35.78,1.1,0.0
20200801:2330,246.82,684.95,163.05,18.76,30.61,35.99,1.52,0.0
20200802:0030,189.02,498.54,132.32,9.57,17.81,35.8,1.86,0.0
20200802:0130,101.5,271.86,62.29,2.2,5.43,35.29,3.38,0.0
20200802:0230,0.0,0.0,0.0,0.0,0.0,33.61,4.34,0.0
20200802:0330,0.0,0.0,0.0,0.0,0.0,31.96,4.14,0.0
20200802:0430,0.0,0.0,0.0,0.0,0.0,30.39,3.93,0.0
20200802:0530,0.0,0.0,0.0,0.0,0.0,29.21,3.79,0.0
20200802:0630,0.0,0.0,0.0,0.0,0.0,28.33,3.38,0.0
20200802:0730,0.0,0.0,0.0,0.0,0.0,27.25,2.62,0.0
20200802:0830,0.0,0.0,0.0,0.0,0.0,26.09,2.55,0.0
20200802:0930,0.0,0.0,0.0,0.0,0.0,24.98,2.34,0.0
20200802:1030,0.0,0.0,0.0,0.0,0.0,23.96,2.28,0.0
20200802:1130,0.0,0.0,0.0,0.0,0.0,23.1,2.21,0.0
20200802:1230,0.24,0.0,7.03,0.36,0.87,22.41,2.14,0.0
20200802:1330,189.13,481.17,108.15,6.88,13.09,22.34,1.79,0.0
20200802:1430,252.84,701.69,128.22,15.74,25.68,25.67,1.03,0.0
20200802:1530,279.24,821.93,123.44,24.48,38.43,28.76,0.97,0.0
20200802:1630,283.85,839.8,123.42,31.87,51.1,31.35,1.38,0.0
20200802:1730,271.56,803.09,109.96,37.24,63.25,33.5,1.72,0.0
20200802:1830,249.09,721.89,111.83,40.36,73.29,34.84,1.45,0.0
20200802:1930,239.45,689.96,123.49,40.87,75.51,35.21,0.62,0.0
20200802:2030,250.66,730.05,135.55,37.85,67.46,36.21,0.69,0.0
20200802:2130,263.55,761.26,167.57,33.47,55.79,36.82,0.69,0.0
20200802:2230,225.3,576.92,203.32,23.32,43.24,37.08,0.62,0.0
20200802:2330,178.51,422.09,184.47,14.84,30.48,37.07,0.48,0.0
20200803:0030,66.96,130.66,94.51,5.34,17.67,35.76,2.21,0.0
20200803:0130,34.93,92.25,33.87,1.39,5.28,34.86,3.38,0.0
20200803:0230,0.0,0.0,0.0,0.0,0.0,33.62,2.97,0.0
20200803:0330,0.0,0.0,0.0,0.0,0.0,32.4,2.07,0.0
20200803:0430,0.0,0.0,0.0,0.0,0.0,31.16,2.34,0.0
20200803:0530,0.0,0.0,0.0,0.0,0.0,29.8,2.41,0.0
20200803:0630,0.0,0.0,0.0,0.0,0.0,28.48,2.28,0.0
20200803:0730,0.0,0.0,0.0,0.0,0.0,27.67,6.9,0.0
20200803:0830,0.0,0.0,0.0,0.0,0.0,26.51,5.52,0.0
20200803:0930,0.0,0.0,0.0,0.0,0.0,25.79,4.28,0.0
20200803:1030,0.0,0.0,0.0,0.0,0.0,25.2,3.72,0.0
20200803:1130,0.0,0.0,0.0,0.0,0.0,24.66,3.52,0.0
20200803:1230,0.04,0.0,5.75,0.34,0.75,24.02,3.1,0.0
20200803:1330,151.72,372.37,96.78,5.83,12.98,23.52,2.41,0.0
20200803:1430,212.43,513.55,154.98,13.53,25.57,25.32,2.41,0.0
20200803:1530,260.06,661.93,170.87,22.14,38.33,27.67,3.1,0.0
20200803:1630,263.66,699.65,155.04,28.51,50.99,29.87,2.76,0.0
20200803:1730,259.64,727.99,126.45,34.78,63.11,31.66,1.93,0.0
20200803:1830,248.51,737.99,101.97,40.56,73.08,33.33,0.62,0.0
